City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
551,Sehithwa,BW,59.34,clear sky,-20.4667,22.7167,MONLEK GUEST HOUSE
553,Omboue,GA,70.81,clear sky,-1.5746,9.2618,Hotel Olako
554,Sudbury,CA,74.05,overcast clouds,46.49,-80.99,Travelway Inn Sudbury
557,Esil,KZ,67.03,clear sky,51.9556,66.4042,Egorkino Hotel
558,Broome,US,77.38,scattered clouds,42.2506,-75.833,Chenango Valley State Park
559,Teahupoo,PF,75.16,scattered clouds,-17.8333,-149.2667,Vanira Lodge
560,Malakal,SS,74.03,broken clouds,9.5334,31.6605,Nile Palace Hotel
561,Akureyri,IS,55.33,broken clouds,65.6835,-18.0878,Icelandair Hotel Akureyri
562,Bunda,TZ,68.13,broken clouds,-2.05,33.8667,Tembea Mara at Balili Village
564,Timbauba,BR,69.96,broken clouds,-7.5053,-35.3183,Alane’s house
565,Monrovia,LR,76.15,light rain,6.3005,-10.7969,Sunset Inn
567,Fare,PF,77.79,scattered clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
569,Kamaishi,JP,68.68,overcast clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
570,Coos Bay,US,73.99,clear sky,43.3665,-124.2179,Best Western Holiday Hotel
571,Jugsalai,IN,79.74,scattered clouds,22.7667,86.1833,Ginger Jamshedpur
572,Shahr-E Kord,IR,64.17,clear sky,32.3256,50.8644,Shahrekord Tourist Hotel
573,Preobrazheniye,RU,65.1,moderate rain,42.9019,133.9064,Campsite Orlan
574,Taltal,CL,57.02,overcast clouds,-25.4,-70.4833,Residencial Karime
576,Nong Kung Si,TH,79.83,moderate rain,16.65,103.3,บ้าน พี่บิ๊ก
577,Aleksandrovskiy Zavod,RU,58.12,overcast clouds,50.9237,117.9374,Druzhba
579,Suksun,RU,65.44,few clouds,57.1431,57.3949,Island Relax
580,General Delgado,PY,58.55,scattered clouds,-27.1667,-56.5167,Andreea Patricia Estate
582,Saiha,IN,68.95,light rain,22.4833,92.9667,"Circuit House, Siaha"
583,Bakhmach,UA,56.41,light rain,51.1808,32.7569,Мини Отель
584,Cortona,IT,66.18,clear sky,43.2745,11.9871,Hotel Villa Marsili
585,Paraiso,CR,66.96,overcast clouds,9.8383,-83.8656,Hotel Rinconcito Verde
587,Zhangye,CN,77.07,light rain,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
590,Morsbach,DE,71.46,broken clouds,50.8667,7.75,Landgasthof Wildenburger Hof
591,Mahajanga,MG,75.22,scattered clouds,-15.7167,46.3167,Hôtel Restaurant Gourmand Coco Lodge Majunga
593,Utete,TZ,75.81,overcast clouds,-7.986,38.758,River View Lodge
594,Kapuskasing,CA,71.69,broken clouds,49.4169,-82.4331,Park Inn Motel
596,Mnogovershinnyy,RU,69.35,overcast clouds,53.9353,139.9242,Obshchezhitiye 14
598,Darhan,MN,64.83,overcast clouds,49.4867,105.9228,Buudai Hotel
600,Laval,CA,78.85,broken clouds,45.57,-73.692,Sheraton Laval Hotel
602,Obzor,BG,70.34,clear sky,42.8167,27.8833,HVD Clubhotel Miramar
603,Sayansk,RU,52.86,overcast clouds,54.1088,102.1648,Yubileynaya
604,Karasjok,NO,60.17,light rain,69.4719,25.5112,Karasjok camping AS
606,Cubuk,TR,66.76,clear sky,40.2386,33.0322,Çubuk Öğretmenevi
607,Cabedelo,BR,77.67,broken clouds,-6.9811,-34.8339,Pousada Camboinha
608,Takoradi,GH,74.48,overcast clouds,4.8845,-1.7554,Raybow International Hotel
609,Ponta Delgada,PT,69.49,light intensity drizzle,37.7333,-25.6667,Vila Nova Hotel
611,Copiapo,CL,55.09,few clouds,-27.3667,-70.3333,Antay Casino Hotel
614,Ornskoldsvik,SE,61.75,overcast clouds,63.2909,18.7153,ファーストホテル スタット
616,Kautokeino,NO,60.21,overcast clouds,69.0125,23.0412,Thon Hotel Kautokeino
617,Olinda,BR,78.53,scattered clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
619,Beaufort,MY,73.22,overcast clouds,5.3473,115.7455,The Gem Hotel Beaufort
620,Ayan,RU,59.5,overcast clouds,56.45,138.1667,Gostinitsa
622,Saint Albans,GB,70.84,overcast clouds,51.75,-0.3333,The White Hart
623,Sorong,ID,77.07,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
626,Lac Du Bonnet,CA,76.14,broken clouds,50.2536,-96.0612,Drifter's Inn
627,Lobatse,BW,53.71,few clouds,-25.2167,25.6667,Swinburn's Rest
628,Porangatu,BR,77.94,clear sky,-13.4408,-49.1486,Wembley Park Hotel
629,Petropavlivka,UA,62.26,overcast clouds,48.4564,36.4367,Банька в Петропавловке
630,Bontang,ID,76.05,light rain,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
631,Mattru,SL,73.2,light rain,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
632,Srandakan,ID,75.42,overcast clouds,-7.9386,110.2506,Puri Brata
633,Xining,CN,64.08,overcast clouds,36.6167,101.7667,Super Leisure Hotel
635,Ambulu,ID,73.94,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
636,Currais Novos,BR,71.83,overcast clouds,-6.2608,-36.5178,Sâmily Flat Hotel
637,Vytegra,RU,64.02,overcast clouds,61.0064,36.4481,Wardenclyffe Volgo&Balt
638,Ranong,TH,77.85,light rain,9.9658,98.6348,Numsai Khaosuay Resort Ranong
639,Dzaoudzi,YT,76.89,clear sky,-12.7887,45.2699,Le Rocher
640,Cururupu,BR,75.06,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
643,Salta,AR,64.99,clear sky,-24.7859,-65.4117,Hotel Alejandro I
644,Pouembout,NC,70.68,overcast clouds,-21.1333,164.9,Camping de Tipenga
648,Lianzhou,CN,75.27,clear sky,24.7811,112.3825,Qingcheng Tourism Industry
649,Cristalina,BR,63.01,scattered clouds,-16.7686,-47.6136,HOTEL TOPAZIO
651,Volax,GR,61.84,clear sky,41.3167,24.0,Monopati E6
652,Porosozero,RU,55.78,few clouds,62.7191,32.727,Porosozero
654,Maarianhamina,AX,62.46,clear sky,60.0973,19.9348,Park Alandia Hotel
