City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Wasilla,US,2022-07-12 20:33:43,61.5814,-149.4394,62.02,74,100,5.75
284,Constitucion,CL,2022-07-12 20:37:22,-35.3333,-72.4167,52.05,71,100,3.27
285,San Jeronimo,PE,2022-07-12 20:37:23,-11.9472,-75.2829,61.16,44,87,4.88
286,Olinda,BR,2022-07-12 20:33:14,-8.0089,-34.8553,78.53,78,40,13.8
287,Ahuimanu,US,2022-07-12 20:37:23,21.4447,-157.8378,85.71,69,75,12.66
288,Mackay,AU,2022-07-12 20:35:23,-21.15,149.2,55.76,77,0,9.89
289,Westport,US,2022-07-12 20:37:23,41.1415,-73.3579,89.15,77,0,17.27
290,Seversk,RU,2022-07-12 20:37:24,56.6006,84.8864,52.75,94,87,5.59
291,Mabaruma,GY,2022-07-12 20:37:24,8.2,-59.7833,78.39,91,98,6.38
292,Shelburne,CA,2022-07-12 20:37:25,44.0787,-80.2041,74.75,79,25,15.66
293,Maceio,BR,2022-07-12 20:37:25,-9.6658,-35.7353,78.24,78,40,10.36
294,Alyangula,AU,2022-07-12 20:37:25,-13.8483,136.4192,66.97,53,10,15.84
